,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Bangalore,Wheat,98.0,1300.0,1540.0,1420.0,2008,1
30,2008-02-01,Karnataka,Bangalore,Wheat,128.0,1300.0,1540.0,1420.0,2008,2
64,2008-03-01,Karnataka,Bangalore,Wheat,75.0,1300.0,1540.0,1420.0,2008,3
94,2008-04-01,Karnataka,Bangalore,Wheat,191.0,1300.0,1540.0,1420.0,2008,4
134,2008-05-01,Karnataka,Bangalore,Wheat,81.0,1450.0,1700.0,1575.0,2008,5
158,2008-06-01,Karnataka,Bangalore,Wheat,127.0,1450.0,1700.0,1575.0,2008,6
194,2008-07-01,Karnataka,Bangalore,Wheat,59.0,1450.0,1700.0,1575.0,2008,7
234,2008-08-01,Karnataka,Bangalore,Wheat,26.0,1500.0,1700.0,1600.0,2008,8
274,2008-09-01,Karnataka,Bangalore,Wheat,128.0,1500.0,1700.0,1600.0,2008,9
292,2008-10-01,Karnataka,Bangalore,Wheat,62.0,1500.0,1700.0,1600.0,2008,10
317,2008-11-01,Karnataka,Bangalore,Wheat,138.0,1500.0,1700.0,1600.0,2008,11
340,2008-12-01,Karnataka,Bangalore,Wheat,129.0,1500.0,1700.0,1600.0,2008,12
353,2009-01-01,Karnataka,Bangalore,Wheat,108.0,1500.0,1700.0,1600.0,2009,1
366,2009-02-01,Karnataka,Bangalore,Wheat,45.0,1700.0,1860.0,1760.0,2009,2
388,2009-03-01,Karnataka,Bangalore,Wheat,219.0,1600.0,1700.0,1650.0,2009,3
408,2009-04-01,Karnataka,Bangalore,Wheat,160.0,1600.0,1700.0,1650.0,2009,4
428,2009-05-01,Karnataka,Bangalore,Wheat,99.0,1700.0,1800.0,1750.0,2009,5
455,2009-06-01,Karnataka,Bangalore,Wheat,78.0,1700.0,1800.0,1750.0,2009,6
503,2009-07-01,Karnataka,Bangalore,Wheat,28.0,1650.0,1800.0,1750.0,2009,7
537,2009-08-01,Karnataka,Bangalore,Wheat,39.0,1800.0,2000.0,1900.0,2009,8
564,2009-09-01,Karnataka,Bangalore,Wheat,146.0,1800.0,2000.0,1900.0,2009,9
566,2009-10-01,Karnataka,Bangalore,Wheat,22.0,1800.0,2000.0,1950.0,2009,10
612,2009-11-01,Karnataka,Bangalore,Wheat,90.0,1800.0,2000.0,1950.0,2009,11
651,2009-12-01,Karnataka,Bangalore,Wheat,73.0,1800.0,2000.0,1950.0,2009,12
694,2010-01-01,Karnataka,Bangalore,Wheat,33.0,1800.0,2300.0,2050.0,2010,1
725,2010-02-01,Karnataka,Bangalore,Wheat,63.0,1700.0,2100.0,1950.0,2010,2
760,2010-03-01,Karnataka,Bangalore,Wheat,101.0,1800.0,2200.0,2000.0,2010,3
808,2010-04-01,Karnataka,Bangalore,Wheat,114.0,1700.0,2100.0,1900.0,2010,4
852,2010-05-01,Karnataka,Bangalore,Wheat,125.0,1650.0,2000.0,1800.0,2010,5
900,2010-06-01,Karnataka,Bangalore,Wheat,44.0,1800.0,2000.0,1900.0,2010,6
949,2010-07-01,Karnataka,Bangalore,Wheat,48.0,1800.0,2000.0,1900.0,2010,7
996,2010-08-01,Karnataka,Bangalore,Wheat,184.0,1950.0,2400.0,2100.0,2010,8
1047,2010-09-01,Karnataka,Bangalore,Wheat,72.0,1950.0,2300.0,2100.0,2010,9
1070,2010-10-01,Karnataka,Bangalore,Wheat,114.0,1680.0,2200.0,1940.0,2010,10
1089,2010-11-01,Karnataka,Bangalore,Wheat,126.0,1650.0,2000.0,1850.0,2010,11
1096,2010-12-01,Karnataka,Bangalore,Wheat,30.0,1675.0,2000.0,1840.0,2010,12
1121,2011-01-01,Karnataka,Bangalore,Wheat,20.0,1800.0,2050.0,1900.0,2011,1
1141,2011-02-01,Karnataka,Bangalore,Wheat,16.0,1900.0,2200.0,2000.0,2011,2
1163,2011-03-01,Karnataka,Bangalore,Wheat,205.0,1700.0,2200.0,2000.0,2011,3
1187,2011-04-01,Karnataka,Bangalore,Wheat,42.0,1700.0,2150.0,2075.0,2011,4
1208,2011-05-01,Karnataka,Bangalore,Wheat,112.0,1650.0,2100.0,2030.0,2011,5
1232,2011-06-01,Karnataka,Bangalore,Wheat,42.0,1520.0,2100.0,2000.0,2011,6
1258,2011-07-01,Karnataka,Bangalore,Wheat,48.0,1400.0,1900.0,1800.0,2011,7
1283,2011-08-01,Karnataka,Bangalore,Wheat,63.0,1560.0,2100.0,1950.0,2011,8
1306,2011-09-01,Karnataka,Bangalore,Wheat,222.0,1600.0,1950.0,1900.0,2011,9
1329,2011-10-01,Karnataka,Bangalore,Wheat,65.0,1530.0,2000.0,1980.0,2011,10
1349,2011-11-01,Karnataka,Bangalore,Wheat,178.0,1350.0,1820.0,1540.0,2011,11
1370,2011-12-01,Karnataka,Bangalore,Wheat,73.0,1480.0,1860.0,1740.0,2011,12
1395,2012-01-01,Karnataka,Bangalore,Wheat,69.0,1420.0,1890.0,1760.0,2012,1
1419,2012-02-01,Karnataka,Bangalore,Wheat,42.0,1580.0,2000.0,1875.0,2012,2
1441,2012-03-01,Karnataka,Bangalore,Wheat,41.0,1680.0,2000.0,1900.0,2012,3
1467,2012-04-01,Karnataka,Bangalore,Wheat,170.0,1700.0,2020.0,1980.0,2012,4
1488,2012-05-01,Karnataka,Bangalore,Wheat,45.0,1720.0,2300.0,2100.0,2012,5
1511,2012-06-01,Karnataka,Bangalore,Wheat,134.0,1680.0,2100.0,2000.0,2012,6
1536,2012-07-01,Karnataka,Bangalore,Wheat,80.0,1860.0,2200.0,2000.0,2012,7
1561,2012-08-01,Karnataka,Bangalore,Wheat,78.0,1900.0,2300.0,2100.0,2012,8
1586,2012-09-01,Karnataka,Bangalore,Wheat,89.0,2000.0,2400.0,2200.0,2012,9
1608,2012-10-01,Karnataka,Bangalore,Wheat,39.0,1820.0,2400.0,2200.0,2012,10
1626,2012-11-01,Karnataka,Bangalore,Wheat,78.0,1800.0,2300.0,2000.0,2012,11
1640,2012-12-01,Karnataka,Bangalore,Wheat,71.0,1800.0,2400.0,2200.0,2012,12
1656,2013-01-01,Karnataka,Bangalore,Wheat,49.0,2100.0,2600.0,2300.0,2013,1
1679,2013-02-01,Karnataka,Bangalore,Wheat,79.0,1950.0,2500.0,2200.0,2013,2
1699,2013-03-01,Karnataka,Bangalore,Wheat,27.0,1850.0,2400.0,2200.0,2013,3
1720,2013-04-01,Karnataka,Bangalore,Wheat,33.0,2000.0,2650.0,2300.0,2013,4
1732,2013-05-01,Karnataka,Bangalore,Wheat,159.0,2100.0,2418.0,2320.0,2013,5
1750,2013-06-01,Karnataka,Bangalore,Wheat,27.0,2200.0,2900.0,2400.0,2013,6
1771,2013-07-01,Karnataka,Bangalore,Wheat,139.0,2040.0,2360.0,2200.0,2013,7
1796,2013-08-01,Karnataka,Bangalore,Wheat,76.0,2020.0,2480.0,2250.0,2013,8
1797,2013-09-01,Karnataka,Bangalore,Wheat,13.0,2000.0,2600.0,2300.0,2013,9
1801,2013-10-01,Karnataka,Bangalore,Wheat,43.0,2200.0,2500.0,2350.0,2013,10
1803,2013-11-01,Karnataka,Bangalore,Wheat,52.0,2133.3333333333335,2566.6666666666665,2366.6666666666665,2013,11
1804,2013-12-01,Karnataka,Bangalore,Wheat,61.0,2066.6666666666665,2633.3333333333335,2383.3333333333335,2013,12
1805,2014-01-01,Karnataka,Bangalore,Wheat,70.0,2000.0,2700.0,2400.0,2014,1
1831,2014-02-01,Karnataka,Bangalore,Wheat,51.0,2300.0,2700.0,2500.0,2014,2
1855,2014-03-01,Karnataka,Bangalore,Wheat,59.0,2240.0,2800.0,2500.0,2014,3
1880,2014-04-01,Karnataka,Bangalore,Wheat,284.0,1800.0,2546.0,2200.0,2014,4
1904,2014-05-01,Karnataka,Bangalore,Wheat,81.0,2320.0,2850.0,2600.0,2014,5
1930,2014-06-01,Karnataka,Bangalore,Wheat,111.0,2200.0,2600.0,2400.0,2014,6
1952,2014-07-01,Karnataka,Bangalore,Wheat,78.0,2100.0,3000.0,2550.0,2014,7
1974,2014-08-01,Karnataka,Bangalore,Wheat,40.0,2200.0,3000.0,2700.0,2014,8
1993,2014-09-01,Karnataka,Bangalore,Wheat,94.0,2000.0,2500.0,2250.0,2014,9
2017,2014-10-01,Karnataka,Bangalore,Wheat,284.0,1900.0,2500.0,2200.0,2014,10
2035,2014-11-01,Karnataka,Bangalore,Wheat,3787.0,4000.0,4200.0,2500.0,2014,11
2057,2014-12-01,Karnataka,Bangalore,Wheat,83.0,2200.0,2600.0,2400.0,2014,12
2082,2015-01-01,Karnataka,Bangalore,Wheat,546.0,2300.0,3500.0,2900.0,2015,1
2110,2015-02-01,Karnataka,Bangalore,Wheat,977.0,2300.0,2800.0,2550.0,2015,2
2135,2015-03-01,Karnataka,Bangalore,Wheat,118.0,2300.0,3000.0,2500.0,2015,3
2162,2015-04-01,Karnataka,Bangalore,Wheat,124.0,2400.0,2800.0,2600.0,2015,4
2183,2015-05-01,Karnataka,Bangalore,Wheat,51.0,2000.0,3000.0,2600.0,2015,5
2206,2015-06-01,Karnataka,Bangalore,Wheat,112.0,2450.0,2800.0,2600.0,2015,6
2228,2015-07-01,Karnataka,Bangalore,Wheat,58.0,2300.0,3500.0,2900.0,2015,7
2252,2015-08-01,Karnataka,Bangalore,Wheat,45.0,2400.0,3000.0,2700.0,2015,8
2278,2015-09-01,Karnataka,Bangalore,Wheat,24.0,2500.0,3200.0,2850.0,2015,9
2303,2015-10-01,Karnataka,Bangalore,Wheat,20.0,2600.0,3200.0,2900.0,2015,10
2327,2015-11-01,Karnataka,Bangalore,Wheat,49.0,2600.0,3100.0,2850.0,2015,11
2350,2015-12-01,Karnataka,Bangalore,Wheat,34.0,2600.0,3200.0,2900.0,2015,12
2398,2016-01-01,Karnataka,Bangalore,Wheat,29.0,2600.0,3200.0,2900.0,2016,1
2436,2016-02-01,Karnataka,Bangalore,Wheat,82.0,2800.0,3200.0,3000.0,2016,2
2456,2016-03-01,Karnataka,Bangalore,Wheat,67.0,2500.0,3100.0,2800.0,2016,3
2480,2016-04-01,Karnataka,Bangalore,Wheat,167.0,2600.0,3200.0,2900.0,2016,4
2501,2016-05-01,Karnataka,Bangalore,Wheat,67.0,2500.0,3100.0,2800.0,2016,5
2525,2016-06-01,Karnataka,Bangalore,Wheat,22.0,2500.0,3200.0,2580.0,2016,6
2554,2016-07-01,Karnataka,Bangalore,Wheat,67.0,2400.0,3100.0,2750.0,2016,7
2578,2016-08-01,Karnataka,Bangalore,Wheat,160.0,2400.0,3100.0,2750.0,2016,8
2604,2016-09-01,Karnataka,Bangalore,Wheat,21.0,2400.0,3200.0,2850.0,2016,9
2640,2016-10-01,Karnataka,Bangalore,Wheat,127.0,2400.0,3200.0,2800.0,2016,10
2673,2016-11-01,Karnataka,Bangalore,Wheat,277.0,2500.0,3400.0,2950.0,2016,11
2710,2016-12-01,Karnataka,Bangalore,Wheat,47.0,2300.0,3300.0,2850.0,2016,12
2735,2017-01-01,Karnataka,Bangalore,Wheat,70.0,3000.0,4000.0,3500.0,2017,1
