,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
1110,2011-03-01,Karnataka,Shimoga,Rice,10,1400,1800,1600,2011,3
1174,2011-04-01,Karnataka,Shimoga,Rice,2,1400,1800,1600,2011,4
1228,2011-05-01,Karnataka,Shimoga,Rice,12,1000,1900,1500,2011,5
1281,2011-06-01,Karnataka,Shimoga,Rice,10,900,990,950,2011,6
1326,2011-07-01,Karnataka,Shimoga,Rice,39,1400,1800,1600,2011,7
1377,2011-08-01,Karnataka,Shimoga,Rice,1,1400,1800,1600,2011,8
1435,2011-09-01,Karnataka,Shimoga,Rice,23,1200,1500,1400,2011,9
1515,2011-10-01,Karnataka,Shimoga,Rice,22,1400,1800,1600,2011,10
1581,2011-11-01,Karnataka,Shimoga,Rice,10,1200,1500,1350,2011,11
1642,2011-12-01,Karnataka,Shimoga,Rice,32,1300,1600,1400,2011,12
1712,2012-01-01,Karnataka,Shimoga,Rice,1,1300,1700,1500,2012,1
1769,2012-02-01,Karnataka,Shimoga,Rice,16,1300,1700,1500,2012,2
1845,2012-03-01,Karnataka,Shimoga,Rice,16,1800,2200,2000,2012,3
1925,2012-04-01,Karnataka,Shimoga,Rice,26,1350,1750,1550,2012,4
1989,2012-05-01,Karnataka,Shimoga,Rice,12,1200,1600,1400,2012,5
2072,2012-06-01,Karnataka,Shimoga,Rice,32,900,1400,1200,2012,6
2167,2012-07-01,Karnataka,Shimoga,Rice,12,1200,1600,1400,2012,7
2257,2012-08-01,Karnataka,Shimoga,Rice,4,1300,1700,1500,2012,8
2332,2012-09-01,Karnataka,Shimoga,Rice,39,1200,1600,1400,2012,9
2405,2012-10-01,Karnataka,Shimoga,Rice,13,1450,1750,1550,2012,10
2474,2012-11-01,Karnataka,Shimoga,Rice,12,1120,1120,1120,2012,11
2549,2012-12-01,Karnataka,Shimoga,Rice,13,1500,1500,1500,2012,12
2641,2013-01-01,Karnataka,Shimoga,Rice,12,1850,2050,1950,2013,1
2718,2013-02-01,Karnataka,Shimoga,Rice,6,1900,2100,2000,2013,2
2784,2013-03-01,Karnataka,Shimoga,Rice,64,1800,1800,1800,2013,3
2855,2013-04-01,Karnataka,Shimoga,Rice,1,1850,2050,1950,2013,4
2926,2013-05-01,Karnataka,Shimoga,Rice,16,1000,1154,1050,2013,5
3006,2013-06-01,Karnataka,Shimoga,Rice,4,2050,2250,2150,2013,6
3077,2013-07-01,Karnataka,Shimoga,Rice,30,1850,2050,1950,2013,7
3141,2013-08-01,Karnataka,Shimoga,Rice,16,1900,2100,2000,2013,8
3169,2013-09-01,Karnataka,Shimoga,Rice,18,1500,2000,1800,2013,9
3201,2013-10-01,Karnataka,Shimoga,Rice,19,1850,2050,1950,2013,10
3224,2013-11-01,Karnataka,Shimoga,Rice,5,1300,1300,1300,2013,11
3243,2013-12-01,Karnataka,Shimoga,Rice,29,2000,2200,2100,2013,12
3272,2014-01-01,Karnataka,Shimoga,Rice,27,1900,2200,2050,2014,1
3343,2014-02-01,Karnataka,Shimoga,Rice,10,1950,2200,2075,2014,2
3409,2014-03-01,Karnataka,Shimoga,Rice,20,2400,2800,2600,2014,3
3507,2014-04-01,Karnataka,Shimoga,Rice,25,1900,2100,2000,2014,4
3582,2014-05-01,Karnataka,Shimoga,Rice,419,1090,1110,1100,2014,5
3670,2014-06-01,Karnataka,Shimoga,Rice,400,1500,1800,1600,2014,6
3758,2014-07-01,Karnataka,Shimoga,Rice,31,1900,2200,2050,2014,7
3846,2014-08-01,Karnataka,Shimoga,Rice,164,1500,1500,1500,2014,8
3913,2014-09-01,Karnataka,Shimoga,Rice,31,1900,2250,2075,2014,9
3989,2014-10-01,Karnataka,Shimoga,Rice,84,1850,2250,2050,2014,10
4078,2014-11-01,Karnataka,Shimoga,Rice,10,1800,2200,2000,2014,11
4174,2014-12-01,Karnataka,Shimoga,Rice,1,1750,2050,1900,2014,12
4261,2015-01-01,Karnataka,Shimoga,Rice,103,1950,2300,2125,2015,1
4348,2015-02-01,Karnataka,Shimoga,Rice,448,2500,2550,2525,2015,2
4427,2015-03-01,Karnataka,Shimoga,Rice,335,1950,2300,2125,2015,3
4509,2015-04-01,Karnataka,Shimoga,Rice,197,2450,2600,2525,2015,4
4592,2015-05-01,Karnataka,Shimoga,Rice,345,2450,2500,2475,2015,5
4681,2015-06-01,Karnataka,Shimoga,Rice,400,1500,1800,1600,2015,6
4769,2015-07-01,Karnataka,Shimoga,Rice,62,1950,2400,2175,2015,7
4856,2015-08-01,Karnataka,Shimoga,Rice,50,2000,2800,2500,2015,8
4932,2015-09-01,Karnataka,Shimoga,Rice,168,2400,2500,2450,2015,9
5016,2015-10-01,Karnataka,Shimoga,Rice,10,2000,2450,2225,2015,10
5096,2015-11-01,Karnataka,Shimoga,Rice,13,2400,2500,2450,2015,11
5176,2015-12-01,Karnataka,Shimoga,Rice,238,1975,2350,2162,2015,12
5241,2016-01-01,Karnataka,Shimoga,Rice,12,1900,2400,2456,2016,1
5293,2016-02-01,Karnataka,Shimoga,Rice,11,1900,2400,2477,2016,2
5352,2016-03-01,Karnataka,Shimoga,Rice,45,1900,2250,2464,2016,3
5395,2016-04-01,Karnataka,Shimoga,Rice,3,1950,2450,2486,2016,4
5462,2016-05-01,Karnataka,Shimoga,Rice,2,1900,2450,2474,2016,5
5533,2016-06-01,Karnataka,Shimoga,Rice,44,1900,2450,2470,2016,6
5609,2016-07-01,Karnataka,Shimoga,Rice,38,2100,2300,2535,2016,7
5676,2016-08-01,Karnataka,Shimoga,Rice,60,1950,2450,2545,2016,8
5754,2016-09-01,Karnataka,Shimoga,Rice,10,1900,2250,2526,2016,9
5818,2016-10-01,Karnataka,Shimoga,Rice,2,2547,2547,2511,2016,10
5873,2016-11-01,Karnataka,Shimoga,Rice,14,1500,1500,2514,2016,11
5942,2016-12-01,Karnataka,Shimoga,Rice,2,3388,3388,2496,2016,12
6018,2017-01-01,Karnataka,Shimoga,Rice,43,2300,2600,2500,2017,1
6064,2017-02-01,Karnataka,Shimoga,Rice,26,2200,2500,2488,2017,2
6107,2017-03-01,Karnataka,Shimoga,Rice,1,3800,3800,2476,2017,3
6163,2017-04-01,Karnataka,Shimoga,Rice,63,2200,2600,2468,2017,4
6217,2017-05-01,Karnataka,Shimoga,Rice,1,3900,3900,2468,2017,5
6281,2017-06-01,Karnataka,Shimoga,Rice,2,2800,3750,2478,2017,6
6334,2017-07-01,Karnataka,Shimoga,Rice,24,2200,2600,2502,2017,7
6351,2017-08-01,Karnataka,Shimoga,Rice,1,3225,3225,2536,2017,8
6362,2017-09-01,Karnataka,Shimoga,Rice,14,2200,2500,2584,2017,9
6377,2017-10-01,Karnataka,Shimoga,Rice,38,2200,2550,2649,2017,10
6393,2017-11-01,Karnataka,Shimoga,Rice,99,2100,2500,2728,2017,11
6402,2017-12-01,Karnataka,Shimoga,Rice,1,2500,3500,2812,2017,12
