,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Shimoga,Rice,2,1000,1200,1100,2008,1
23,2008-02-01,Karnataka,Shimoga,Rice,2,1000,1200,1100,2008,2
55,2008-03-01,Karnataka,Shimoga,Rice,1,1000,1200,1100,2008,3
77,2008-04-01,Karnataka,Shimoga,Rice,1,1000,1200,1100,2008,4
93,2008-05-01,Karnataka,Shimoga,Rice,7,1000,1200,1100,2008,5
123,2008-06-01,Karnataka,Shimoga,Rice,3,1000,1200,1100,2008,6
149,2008-07-01,Karnataka,Shimoga,Rice,11,1600,1800,1700,2008,7
182,2008-08-01,Karnataka,Shimoga,Rice,6,1000,1200,1100,2008,8
208,2008-09-01,Karnataka,Shimoga,Rice,1,1000,1200,1100,2008,9
224,2008-10-01,Karnataka,Shimoga,Rice,1,1450,1550,1500,2008,10
239,2008-11-01,Karnataka,Shimoga,Rice,31,1000,1200,1100,2008,11
269,2008-12-01,Karnataka,Shimoga,Rice,1,1000,1200,1100,2008,12
286,2009-01-01,Karnataka,Shimoga,Rice,9,1400,1400,1400,2009,1
323,2009-02-01,Karnataka,Shimoga,Rice,1,2000,3000,2800,2009,2
344,2009-03-01,Karnataka,Shimoga,Rice,2,1000,1200,1100,2009,3
368,2009-04-01,Karnataka,Shimoga,Rice,1,1000,1500,1400,2009,4
405,2009-05-01,Karnataka,Shimoga,Rice,2,900,1100,1000,2009,5
427,2009-06-01,Karnataka,Shimoga,Rice,36,0,1408,0,2009,6
450,2009-07-01,Karnataka,Shimoga,Rice,10,1000,1500,1400,2009,7
477,2009-08-01,Karnataka,Shimoga,Rice,10,900,1000,950,2009,8
482,2009-09-01,Karnataka,Shimoga,Rice,28,1800,2200,2000,2009,9
494,2009-10-01,Karnataka,Shimoga,Rice,22,1200,1600,1500,2009,10
529,2009-11-01,Karnataka,Shimoga,Rice,10,0,1400,0,2009,11
563,2009-12-01,Karnataka,Shimoga,Rice,42,1000,1500,1400,2009,12
616,2010-01-01,Karnataka,Shimoga,Rice,6,1350,1350,1350,2010,1
668,2010-02-01,Karnataka,Shimoga,Rice,66,1000,1500,1250,2010,2
703,2010-03-01,Karnataka,Shimoga,Rice,4,800,800,800,2010,3
737,2010-04-01,Karnataka,Shimoga,Rice,1,2000,2900,2450,2010,4
778,2010-05-01,Karnataka,Shimoga,Rice,22,1000,1500,1250,2010,5
810,2010-06-01,Karnataka,Shimoga,Rice,8,800,800,800,2010,6
835,2010-07-01,Karnataka,Shimoga,Rice,110,1000,1500,1250,2010,7
859,2010-08-01,Karnataka,Shimoga,Rice,1,1800,2100,1950,2010,8
895,2010-09-01,Karnataka,Shimoga,Rice,4,1000,1500,1250,2010,9
930,2010-10-01,Karnataka,Shimoga,Rice,24,1000,1500,1250,2010,10
961,2010-11-01,Karnataka,Shimoga,Rice,19,1000,1500,1250,2010,11
971,2010-12-01,Karnataka,Shimoga,Rice,4,2000,2300,2150,2010,12
1025,2011-01-01,Karnataka,Shimoga,Rice,10,800,900,850,2011,1
1056,2011-02-01,Karnataka,Shimoga,Rice,24,1400,1800,1600,2011,2
