,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Belgaum,Rice,5,,1500,1200,2008,1
1,2008-02-01,Karnataka,Belgaum,Rice,1,800,1600,1200,2008,2
2,2008-03-01,Karnataka,Belgaum,Rice,10,1200,1400,1400,2008,3
3,2008-04-01,Karnataka,Belgaum,Rice,12,1100,1300,1200,2008,4
4,2008-05-01,Karnataka,Belgaum,Rice,10,1200,1400,1400,2008,5
5,2008-06-01,Karnataka,Belgaum,Rice,10,1200,1400,1450,2008,6
6,2008-07-01,Karnataka,Belgaum,Rice,10,,1400,1350,2008,7
7,2008-08-01,Karnataka,Belgaum,Rice,10,,1400,1400,2008,8
8,2008-09-01,Karnataka,Belgaum,Rice,10,,1400,1420,2008,9
9,2008-10-01,Karnataka,Belgaum,Rice,10,,1400,1400,2008,10
10,2008-11-01,Karnataka,Belgaum,Rice,10,1200,1400,1500,2008,11
11,2008-12-01,Karnataka,Belgaum,Rice,8.5,,1700,1675,2008,12
12,2009-01-01,Karnataka,Belgaum,Rice,7,,2000,1950,2009,1
13,2009-02-01,Karnataka,Belgaum,Rice,5.5,,2300,2225,2009,2
14,2009-03-01,Karnataka,Belgaum,Rice,4,2400,2600,2500,2009,3
15,2009-04-01,Karnataka,Belgaum,Rice,4.5,,2600,2400,2009,4
16,2009-05-01,Karnataka,Belgaum,Rice,5,2100,2600,2300,2009,5
17,2009-06-01,Karnataka,Belgaum,Rice,6.5,,2550,2250,2009,6
18,2009-07-01,Karnataka,Belgaum,Rice,8,1700,2500,2200,2009,7
19,2009-08-01,Karnataka,Belgaum,Rice,9,,2166.66666666667,2100.33333333333,2009,8
20,2009-09-01,Karnataka,Belgaum,Rice,10,,1833.33333333333,2200,2009,9
21,2009-10-01,Karnataka,Belgaum,Rice,11,1000,1500,2100,2009,10
22,2009-11-01,Karnataka,Belgaum,Rice,20,750,825,2050,2009,11
23,2009-12-01,Karnataka,Belgaum,Rice,12,2400,2400,2400,2009,12
24,2010-01-01,Karnataka,Belgaum,Rice,10,1400,1500,2242.2,2010,1
25,2010-02-01,Karnataka,Belgaum,Rice,12.5,,1750,2242.81689042812,2010,2
