,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Mysore,Wheat,15.0,1219.0,1219.0,1219.0,2008,1
16,2008-02-01,Karnataka,Mysore,Wheat,3.0,1400.0,1600.0,1500.0,2008,2
32,2008-03-01,Karnataka,Mysore,Wheat,21.0,1500.0,1700.0,1600.0,2008,3
54,2008-04-01,Karnataka,Mysore,Wheat,2.0,1400.0,1660.0,1530.0,2008,4
71,2008-05-01,Karnataka,Mysore,Wheat,13.0,1440.0,1650.0,1500.0,2008,5
87,2008-06-01,Karnataka,Mysore,Wheat,26.0,1300.0,1650.0,1600.0,2008,6
104,2008-07-01,Karnataka,Mysore,Wheat,17.0,1400.0,1600.0,1500.0,2008,7
120,2008-08-01,Karnataka,Mysore,Wheat,3.0,1500.0,1700.0,1600.0,2008,8
133,2008-09-01,Karnataka,Mysore,Wheat,47.0,1700.0,1900.0,1800.0,2008,9
142,2008-10-01,Karnataka,Mysore,Wheat,2.0,1500.0,1700.0,1600.0,2008,10
156,2008-11-01,Karnataka,Mysore,Wheat,23.0,1600.0,1700.0,1650.0,2008,11
172,2008-12-01,Karnataka,Mysore,Wheat,16.0,1600.0,1700.0,1650.0,2008,12
180,2009-01-01,Karnataka,Mysore,Wheat,15.0,1500.0,1600.0,1550.0,2009,1
191,2009-02-01,Karnataka,Mysore,Wheat,16.0,1500.0,2000.0,1750.0,2009,2
203,2009-03-01,Karnataka,Mysore,Wheat,28.0,1540.0,1700.0,1620.0,2009,3
219,2009-04-01,Karnataka,Mysore,Wheat,32.0,1500.0,1900.0,1650.0,2009,4
234,2009-05-01,Karnataka,Mysore,Wheat,3.0,1520.0,1860.0,1600.0,2009,5
242,2009-06-01,Karnataka,Mysore,Wheat,17.0,1500.0,1600.0,1550.0,2009,6
258,2009-07-01,Karnataka,Mysore,Wheat,33.0,1500.0,1600.0,1550.0,2009,7
269,2009-08-01,Karnataka,Mysore,Wheat,115.0,1500.0,1600.0,1600.0,2009,8
272,2009-09-01,Karnataka,Mysore,Wheat,24.0,1500.0,1700.0,1600.0,2009,9
275,2009-10-01,Karnataka,Mysore,Wheat,16.0,1600.0,1800.0,1700.0,2009,10
287,2009-11-01,Karnataka,Mysore,Wheat,25.0,1600.0,1800.0,1700.0,2009,11
