,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Gadag,Wheat,1.0,811.0,1225.0,1055.0,2008,1
10,2008-02-01,Karnataka,Gadag,Wheat,1.0,951.0,1522.0,1150.0,2008,2
31,2008-03-01,Karnataka,Gadag,Wheat,11.0,920.0,1335.0,1155.0,2008,3
82,2008-04-01,Karnataka,Gadag,Wheat,15.0,911.0,1475.0,1280.0,2008,4
130,2008-05-01,Karnataka,Gadag,Wheat,42.0,911.0,1529.0,1270.0,2008,5
182,2008-06-01,Karnataka,Gadag,Wheat,12.0,925.0,1539.0,1440.0,2008,6
230,2008-07-01,Karnataka,Gadag,Wheat,6.0,911.0,1489.0,1330.0,2008,7
275,2008-08-01,Karnataka,Gadag,Wheat,19.0,980.0,980.0,980.0,2008,8
310,2008-09-01,Karnataka,Gadag,Wheat,7.0,920.0,1405.0,1300.0,2008,9
336,2008-10-01,Karnataka,Gadag,Wheat,4.0,925.0,1319.0,1210.0,2008,10
374,2008-11-01,Karnataka,Gadag,Wheat,33.0,901.0,1301.0,1210.0,2008,11
413,2008-12-01,Karnataka,Gadag,Wheat,6.0,935.0,1394.0,1290.0,2008,12
432,2009-01-01,Karnataka,Gadag,Wheat,5.0,901.0,1289.0,1010.0,2009,1
451,2009-02-01,Karnataka,Gadag,Wheat,58.0,1330.0,1350.0,1340.0,2009,2
477,2009-03-01,Karnataka,Gadag,Wheat,30.0,951.0,1369.0,1155.0,2009,3
507,2009-04-01,Karnataka,Gadag,Wheat,13.0,945.0,1359.0,1270.0,2009,4
540,2009-05-01,Karnataka,Gadag,Wheat,43.0,921.0,1342.0,1250.0,2009,5
572,2009-06-01,Karnataka,Gadag,Wheat,21.0,925.0,1310.0,1220.0,2009,6
602,2009-07-01,Karnataka,Gadag,Wheat,4.0,925.0,1238.0,1150.0,2009,7
632,2009-08-01,Karnataka,Gadag,Wheat,11.0,911.0,1292.0,1200.0,2009,8
636,2009-09-01,Karnataka,Gadag,Wheat,1.0,1056.0,1272.0,1255.0,2009,9
637,2009-10-01,Karnataka,Gadag,Wheat,3.0,925.0,1306.0,1220.0,2009,10
671,2009-11-01,Karnataka,Gadag,Wheat,8.0,960.0,1566.0,1480.0,2009,11
696,2009-12-01,Karnataka,Gadag,Wheat,3.0,951.0,1512.0,1420.0,2009,12
723,2010-01-01,Karnataka,Gadag,Wheat,1.0,960.0,1545.0,1460.0,2010,1
754,2010-02-01,Karnataka,Gadag,Wheat,7.0,1202.0,1653.0,1570.0,2010,2
775,2010-03-01,Karnataka,Gadag,Wheat,28.0,951.0,1565.0,1480.0,2010,3
827,2010-04-01,Karnataka,Gadag,Wheat,16.0,951.0,1581.0,1490.0,2010,4
869,2010-05-01,Karnataka,Gadag,Wheat,12.0,930.0,1757.0,1655.0,2010,5
895,2010-06-01,Karnataka,Gadag,Wheat,6.0,930.0,1339.0,1250.0,2010,6
936,2010-07-01,Karnataka,Gadag,Wheat,9.0,915.0,1365.0,1280.0,2010,7
976,2010-08-01,Karnataka,Gadag,Wheat,8.0,935.0,1380.0,1290.0,2010,8
1009,2010-09-01,Karnataka,Gadag,Wheat,4.0,941.0,1360.0,1270.0,2010,9
1025,2010-10-01,Karnataka,Gadag,Wheat,10.0,921.0,1370.0,1280.0,2010,10
1052,2010-11-01,Karnataka,Gadag,Wheat,13.0,935.0,1511.0,1420.0,2010,11
1063,2010-12-01,Karnataka,Gadag,Wheat,5.0,911.0,1365.0,1280.0,2010,12
1085,2011-01-01,Karnataka,Gadag,Wheat,26.0,801.0,1320.0,1200.0,2011,1
1091,2011-02-01,Karnataka,Gadag,Wheat,9.0,911.0,1501.0,1206.0,2011,2
1118,2011-03-01,Karnataka,Gadag,Wheat,13.0,960.0,1661.0,1360.0,2011,3
1125,2011-04-01,Karnataka,Gadag,Wheat,19.0,1015.0,1967.0,1830.0,2011,4
1161,2011-05-01,Karnataka,Gadag,Wheat,18.0,1035.0,2301.0,2001.0,2011,5
1203,2011-06-01,Karnataka,Gadag,Wheat,13.0,1100.0,1100.0,1100.0,2011,6
1234,2011-07-01,Karnataka,Gadag,Wheat,13.0,935.0,1971.0,1500.0,2011,7
1288,2011-08-01,Karnataka,Gadag,Wheat,6.0,1300.0,1500.0,1400.0,2011,8
1325,2011-09-01,Karnataka,Gadag,Wheat,1.0,969.0,1210.0,1100.0,2011,9
1363,2011-10-01,Karnataka,Gadag,Wheat,10.0,1001.0,1989.0,1600.0,2011,10
1386,2011-11-01,Karnataka,Gadag,Wheat,12.0,875.0,1290.0,1100.0,2011,11
1417,2011-12-01,Karnataka,Gadag,Wheat,5.0,1075.0,1075.0,1075.0,2011,12
1450,2012-01-01,Karnataka,Gadag,Wheat,18.0,880.0,1667.0,1400.0,2012,1
1481,2012-02-01,Karnataka,Gadag,Wheat,2.0,931.0,1989.0,1700.0,2012,2
1512,2012-03-01,Karnataka,Gadag,Wheat,10.0,925.0,2251.0,1850.0,2012,3
1553,2012-04-01,Karnataka,Gadag,Wheat,46.0,1065.0,2526.0,2000.0,2012,4
1587,2012-05-01,Karnataka,Gadag,Wheat,21.0,1055.0,2401.0,2000.0,2012,5
1625,2012-06-01,Karnataka,Gadag,Wheat,17.0,1035.0,2409.0,2000.0,2012,6
1644,2012-07-01,Karnataka,Gadag,Wheat,1.0,1406.0,1857.0,1600.0,2012,7
1659,2012-08-01,Karnataka,Gadag,Wheat,1.0,911.0,1636.0,1500.0,2012,8
1678,2012-09-01,Karnataka,Gadag,Wheat,108.0,930.0,2039.0,1700.0,2012,9
1695,2012-10-01,Karnataka,Gadag,Wheat,10.0,925.0,1789.0,1500.0,2012,10
1712,2012-11-01,Karnataka,Gadag,Wheat,1.0,925.0,2266.0,1800.0,2012,11
1720,2012-12-01,Karnataka,Gadag,Wheat,20.0,931.0,2489.0,2000.0,2012,12
1742,2013-01-01,Karnataka,Gadag,Wheat,4.0,921.0,2039.0,1800.0,2013,1
1765,2013-02-01,Karnataka,Gadag,Wheat,7.0,935.0,2266.0,1800.0,2013,2
1787,2013-03-01,Karnataka,Gadag,Wheat,40.0,941.0,2377.0,1800.0,2013,3
1816,2013-04-01,Karnataka,Gadag,Wheat,31.0,960.0,2322.0,2000.0,2013,4
1844,2013-05-01,Karnataka,Gadag,Wheat,8.0,982.0,2347.0,2100.0,2013,5
1871,2013-06-01,Karnataka,Gadag,Wheat,16.0,931.0,2111.0,1900.0,2013,6
1906,2013-07-01,Karnataka,Gadag,Wheat,5.0,955.0,1939.0,1700.0,2013,7
1944,2013-08-01,Karnataka,Gadag,Wheat,3.5,958.0,1927.0,1725.0,2013,8
1945,2013-09-01,Karnataka,Gadag,Wheat,2.0,961.0,1915.0,1750.0,2013,9
1949,2013-10-01,Karnataka,Gadag,Wheat,3.0,951.0,1915.0,1700.0,2013,10
1951,2013-11-01,Karnataka,Gadag,Wheat,3.0,959.0,1889.6666666666667,1666.6666666666667,2013,11
1952,2013-12-01,Karnataka,Gadag,Wheat,3.0,967.0,1864.3333333333333,1633.3333333333333,2013,12
1953,2014-01-01,Karnataka,Gadag,Wheat,3.0,975.0,1839.0,1600.0,2014,1
1982,2014-02-01,Karnataka,Gadag,Wheat,6.0,1055.0,2251.0,1800.0,2014,2
2007,2014-03-01,Karnataka,Gadag,Wheat,9.0,2075.0,2075.0,2075.0,2014,3
2054,2014-04-01,Karnataka,Gadag,Wheat,32.0,1165.0,2469.0,2000.0,2014,4
2088,2014-05-01,Karnataka,Gadag,Wheat,21.0,1334.0,2454.0,2000.0,2014,5
2113,2014-06-01,Karnataka,Gadag,Wheat,16.0,1231.0,2339.0,1800.0,2014,6
2147,2014-07-01,Karnataka,Gadag,Wheat,1.0,1507.0,2054.0,1800.0,2014,7
2175,2014-08-01,Karnataka,Gadag,Wheat,8.0,1516.0,2286.0,1759.0,2014,8
2203,2014-09-01,Karnataka,Gadag,Wheat,21.0,1237.0,2256.0,1638.0,2014,9
2228,2014-10-01,Karnataka,Gadag,Wheat,37.0,1107.0,2289.0,1584.0,2014,10
2245,2014-11-01,Karnataka,Gadag,Wheat,29.0,900.0,1859.0,1502.0,2014,11
2269,2014-12-01,Karnataka,Gadag,Wheat,21.0,1239.0,1940.0,1539.0,2014,12
2304,2015-01-01,Karnataka,Gadag,Wheat,48.0,1420.0,1661.0,1553.0,2015,1
2352,2015-02-01,Karnataka,Gadag,Wheat,80.0,1309.0,2159.0,1571.0,2015,2
2388,2015-03-01,Karnataka,Gadag,Wheat,38.0,1129.0,2251.0,1698.0,2015,3
2431,2015-04-01,Karnataka,Gadag,Wheat,33.0,1004.0,2146.0,1576.0,2015,4
2469,2015-05-01,Karnataka,Gadag,Wheat,13.0,1470.0,1470.0,1470.0,2015,5
2506,2015-06-01,Karnataka,Gadag,Wheat,46.0,1421.0,2231.0,1547.0,2015,6
2538,2015-07-01,Karnataka,Gadag,Wheat,9.0,1501.0,2011.0,1549.0,2015,7
2570,2015-08-01,Karnataka,Gadag,Wheat,13.0,1516.0,2269.0,1612.0,2015,8
2600,2015-09-01,Karnataka,Gadag,Wheat,4.0,1339.0,1843.0,1479.0,2015,9
2634,2015-10-01,Karnataka,Gadag,Wheat,6.0,1039.0,2039.0,1438.0,2015,10
2667,2015-11-01,Karnataka,Gadag,Wheat,8.0,1309.0,1943.0,1582.0,2015,11
2697,2015-12-01,Karnataka,Gadag,Wheat,1.0,1469.0,1552.0,1536.0,2015,12
2727,2016-01-01,Karnataka,Gadag,Wheat,1.0,1562.0,2311.0,1802.0,2016,1
2748,2016-02-01,Karnataka,Gadag,Wheat,4.0,1479.0,2789.0,1932.0,2016,2
2767,2016-03-01,Karnataka,Gadag,Wheat,34.0,1443.0,2879.0,1934.0,2016,3
2811,2016-04-01,Karnataka,Gadag,Wheat,12.0,1359.0,3129.0,2128.0,2016,4
2848,2016-05-01,Karnataka,Gadag,Wheat,10.0,1474.0,3433.0,2066.0,2016,5
2883,2016-06-01,Karnataka,Gadag,Wheat,1.0,1574.0,2739.0,1915.0,2016,6
2917,2016-07-01,Karnataka,Gadag,Wheat,2.0,1569.0,2711.0,2416.0,2016,7
2945,2016-08-01,Karnataka,Gadag,Wheat,2.0,1529.0,3124.0,2519.0,2016,8
2994,2016-09-01,Karnataka,Gadag,Wheat,41.0,1800.0,1900.0,1850.0,2016,9
3035,2016-10-01,Karnataka,Gadag,Wheat,4.0,1901.0,3577.0,2611.0,2016,10
3064,2016-11-01,Karnataka,Gadag,Wheat,58.0,1800.0,1850.0,1832.0,2016,11
3079,2016-12-01,Karnataka,Gadag,Wheat,1.0,2030.0,3739.0,2355.0,2016,12
3093,2017-01-01,Karnataka,Gadag,Wheat,3.0,1371.0,3689.0,1512.0,2017,1
3107,2017-02-01,Karnataka,Gadag,Wheat,3.0,1401.0,2149.0,1959.0,2017,2
3127,2017-03-01,Karnataka,Gadag,Wheat,10.0,1511.0,4949.0,3311.0,2017,3
3162,2017-04-01,Karnataka,Gadag,Wheat,20.0,1165.0,4812.0,3326.0,2017,4
3187,2017-05-01,Karnataka,Gadag,Wheat,3.0,1444.0,4459.0,2647.0,2017,5
3215,2017-06-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,6
3230,2017-07-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,7
3231,2017-08-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,8
3232,2017-09-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,9
3233,2017-10-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,10
3234,2017-11-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,11
3235,2017-12-01,Karnataka,Gadag,Wheat,1.0,1423.0,3265.0,1745.0,2017,12
