,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Kolar,Wheat,14.0,800.0,1100.0,1000.0,2008,1
2,2008-02-01,Karnataka,Kolar,Wheat,15.0,950.0,1255.0,1160.0,2008,2
3,2008-03-01,Karnataka,Kolar,Wheat,16.0,1100.0,1410.0,1320.0,2008,3
4,2008-04-01,Karnataka,Kolar,Wheat,20.0,1250.0,1400.0,1300.0,2008,4
5,2008-05-01,Karnataka,Kolar,Wheat,5.0,1000.0,1300.0,1200.0,2008,5
6,2008-06-01,Karnataka,Kolar,Wheat,20.0,1000.0,1300.0,1200.0,2008,6
8,2008-07-01,Karnataka,Kolar,Wheat,20.0,800.0,1050.0,950.0,2008,7
9,2008-08-01,Karnataka,Kolar,Wheat,20.0,600.0,800.0,700.0,2008,8
11,2008-09-01,Karnataka,Kolar,Wheat,22.0,800.0,1050.0,950.0,2008,9
12,2008-10-01,Karnataka,Kolar,Wheat,24.0,1000.0,1300.0,1200.0,2008,10
13,2008-11-01,Karnataka,Kolar,Wheat,14.0,1000.0,1300.0,1200.0,2008,11
14,2008-12-01,Karnataka,Kolar,Wheat,12.5,1225.0,1450.0,1350.0,2008,12
15,2009-01-01,Karnataka,Kolar,Wheat,11.0,1450.0,1600.0,1500.0,2009,1
16,2009-02-01,Karnataka,Kolar,Wheat,6.0,1350.0,1500.0,1400.0,2009,2
18,2009-03-01,Karnataka,Kolar,Wheat,8.333333333333334,1333.3333333333333,1500.0,1413.3333333333333,2009,3
19,2009-04-01,Karnataka,Kolar,Wheat,10.666666666666668,1316.6666666666667,1500.0,1426.6666666666667,2009,4
20,2009-05-01,Karnataka,Kolar,Wheat,13.0,1300.0,1500.0,1440.0,2009,5
21,2009-06-01,Karnataka,Kolar,Wheat,12.6,1330.0,1540.0,1476.0,2009,6
22,2009-07-01,Karnataka,Kolar,Wheat,12.2,1360.0,1580.0,1512.0,2009,7
23,2009-08-01,Karnataka,Kolar,Wheat,11.8,1390.0,1620.0,1548.0,2009,8
24,2009-09-01,Karnataka,Kolar,Wheat,11.4,1420.0,1660.0,1584.0,2009,9
25,2009-10-01,Karnataka,Kolar,Wheat,11.0,1450.0,1700.0,1620.0,2009,10
26,2009-11-01,Karnataka,Kolar,Wheat,10.6,1480.0,1740.0,1656.0,2009,11
27,2009-12-01,Karnataka,Kolar,Wheat,10.2,1510.0,1780.0,1692.0,2009,12
28,2010-01-01,Karnataka,Kolar,Wheat,9.8,1540.0,1820.0,1728.0,2010,1
29,2010-02-01,Karnataka,Kolar,Wheat,9.4,1570.0,1860.0,1764.0,2010,2
30,2010-03-01,Karnataka,Kolar,Wheat,9.0,1600.0,1900.0,1800.0,2010,3
32,2010-04-01,Karnataka,Kolar,Wheat,10.0,1400.0,1700.0,1530.0,2010,4
33,2010-05-01,Karnataka,Kolar,Wheat,11.0,1400.0,1750.0,1565.0,2010,5
34,2010-06-01,Karnataka,Kolar,Wheat,12.0,1400.0,1800.0,1600.0,2010,6
35,2010-07-01,Karnataka,Kolar,Wheat,9.0,1400.0,1800.0,1600.0,2010,7
37,2010-08-01,Karnataka,Kolar,Wheat,9.0,1333.3333333333333,1800.0,1553.3333333333333,2010,8
38,2010-09-01,Karnataka,Kolar,Wheat,9.0,1266.6666666666667,1800.0,1506.6666666666667,2010,9
39,2010-10-01,Karnataka,Kolar,Wheat,9.0,1200.0,1800.0,1460.0,2010,10
40,2010-11-01,Karnataka,Kolar,Wheat,8.0,1400.0,1900.0,1630.0,2010,11
41,2010-12-01,Karnataka,Kolar,Wheat,7.0,1600.0,2000.0,1800.0,2010,12
42,2011-01-01,Karnataka,Kolar,Wheat,5.5,1400.0,1800.0,1600.0,2011,1
43,2011-02-01,Karnataka,Kolar,Wheat,4.0,1200.0,1600.0,1400.0,2011,2
44,2011-03-01,Karnataka,Kolar,Wheat,6.0,1200.0,1525.0,1400.0,2011,3
45,2011-04-01,Karnataka,Kolar,Wheat,8.0,1200.0,1450.0,1400.0,2011,4
46,2011-05-01,Karnataka,Kolar,Wheat,10.333333333333334,1166.6666666666667,1386.6666666666667,1333.3333333333333,2011,5
47,2011-06-01,Karnataka,Kolar,Wheat,12.666666666666668,1133.3333333333333,1323.3333333333333,1266.6666666666667,2011,6
48,2011-07-01,Karnataka,Kolar,Wheat,15.0,1100.0,1260.0,1200.0,2011,7
49,2011-08-01,Karnataka,Kolar,Wheat,20.0,1000.0,1400.0,1260.0,2011,8
51,2011-09-01,Karnataka,Kolar,Wheat,15.0,1090.0,1340.0,1250.0,2011,9
52,2011-10-01,Karnataka,Kolar,Wheat,10.0,1180.0,1280.0,1240.0,2011,10
53,2011-11-01,Karnataka,Kolar,Wheat,10.0,1185.0,1285.0,1242.5,2011,11
54,2011-12-01,Karnataka,Kolar,Wheat,10.0,1190.0,1290.0,1245.0,2011,12
55,2012-01-01,Karnataka,Kolar,Wheat,10.0,1195.0,1295.0,1247.5,2012,1
56,2012-02-01,Karnataka,Kolar,Wheat,10.0,1200.0,1300.0,1250.0,2012,2
57,2012-03-01,Karnataka,Kolar,Wheat,10.666666666666666,1183.3333333333333,1283.3333333333333,1233.3333333333333,2012,3
58,2012-04-01,Karnataka,Kolar,Wheat,11.333333333333334,1166.6666666666667,1266.6666666666667,1216.6666666666667,2012,4
59,2012-05-01,Karnataka,Kolar,Wheat,12.0,1150.0,1250.0,1200.0,2012,5
61,2012-06-01,Karnataka,Kolar,Wheat,13.0,1200.0,1340.0,1310.0,2012,6
64,2012-07-01,Karnataka,Kolar,Wheat,21.0,1200.0,1340.0,1310.0,2012,7
67,2012-08-01,Karnataka,Kolar,Wheat,13.0,1200.0,1500.0,1320.0,2012,8
68,2012-09-01,Karnataka,Kolar,Wheat,19.25,1260.0,1530.0,1370.0,2012,9
69,2012-10-01,Karnataka,Kolar,Wheat,25.5,1320.0,1560.0,1420.0,2012,10
70,2012-11-01,Karnataka,Kolar,Wheat,31.75,1380.0,1590.0,1470.0,2012,11
71,2012-12-01,Karnataka,Kolar,Wheat,38.0,1440.0,1620.0,1520.0,2012,12
74,2013-01-01,Karnataka,Kolar,Wheat,35.69230769230769,1452.3076923076924,1680.0,1564.6153846153845,2013,1
75,2013-02-01,Karnataka,Kolar,Wheat,33.38461538461539,1464.6153846153845,1740.0,1609.2307692307693,2013,2
76,2013-03-01,Karnataka,Kolar,Wheat,31.076923076923077,1476.923076923077,1800.0,1653.8461538461538,2013,3
77,2013-04-01,Karnataka,Kolar,Wheat,28.76923076923077,1489.2307692307693,1860.0,1698.4615384615386,2013,4
78,2013-05-01,Karnataka,Kolar,Wheat,26.461538461538463,1501.5384615384614,1920.0,1743.076923076923,2013,5
79,2013-06-01,Karnataka,Kolar,Wheat,24.153846153846153,1513.8461538461538,1980.0,1787.6923076923076,2013,6
80,2013-07-01,Karnataka,Kolar,Wheat,21.846153846153847,1526.1538461538462,2040.0,1832.3076923076924,2013,7
81,2013-08-01,Karnataka,Kolar,Wheat,19.53846153846154,1538.4615384615386,2100.0,1876.923076923077,2013,8
82,2013-09-01,Karnataka,Kolar,Wheat,17.230769230769234,1550.7692307692307,2160.0,1921.5384615384614,2013,9
83,2013-10-01,Karnataka,Kolar,Wheat,14.923076923076927,1563.076923076923,2220.0,1966.1538461538462,2013,10
84,2013-11-01,Karnataka,Kolar,Wheat,12.615384615384617,1575.3846153846155,2280.0,2010.7692307692307,2013,11
85,2013-12-01,Karnataka,Kolar,Wheat,10.30769230769231,1587.6923076923076,2340.0,2055.3846153846152,2013,12
86,2014-01-01,Karnataka,Kolar,Wheat,8.0,1600.0,2400.0,2100.0,2014,1
87,2014-02-01,Karnataka,Kolar,Wheat,7.823529411764706,1594.1176470588234,2388.235294117647,2083.529411764706,2014,2
88,2014-03-01,Karnataka,Kolar,Wheat,7.647058823529412,1588.235294117647,2376.470588235294,2067.0588235294117,2014,3
89,2014-04-01,Karnataka,Kolar,Wheat,7.470588235294118,1582.3529411764705,2364.705882352941,2050.5882352941176,2014,4
90,2014-05-01,Karnataka,Kolar,Wheat,7.294117647058823,1576.4705882352941,2352.9411764705883,2034.1176470588234,2014,5
91,2014-06-01,Karnataka,Kolar,Wheat,7.117647058823529,1570.5882352941176,2341.176470588235,2017.6470588235295,2014,6
92,2014-07-01,Karnataka,Kolar,Wheat,6.9411764705882355,1564.7058823529412,2329.4117647058824,2001.1764705882354,2014,7
93,2014-08-01,Karnataka,Kolar,Wheat,6.764705882352941,1558.8235294117646,2317.6470588235293,1984.7058823529412,2014,8
94,2014-09-01,Karnataka,Kolar,Wheat,6.588235294117647,1552.9411764705883,2305.8823529411766,1968.235294117647,2014,9
95,2014-10-01,Karnataka,Kolar,Wheat,6.411764705882353,1547.0588235294117,2294.1176470588234,1951.764705882353,2014,10
96,2014-11-01,Karnataka,Kolar,Wheat,6.235294117647059,1541.1764705882354,2282.3529411764707,1935.2941176470588,2014,11
97,2014-12-01,Karnataka,Kolar,Wheat,6.0588235294117645,1535.2941176470588,2270.5882352941176,1918.8235294117646,2014,12
98,2015-01-01,Karnataka,Kolar,Wheat,5.882352941176471,1529.4117647058824,2258.823529411765,1902.3529411764707,2015,1
99,2015-02-01,Karnataka,Kolar,Wheat,5.705882352941176,1523.5294117647059,2247.0588235294117,1885.8823529411766,2015,2
100,2015-03-01,Karnataka,Kolar,Wheat,5.529411764705882,1517.6470588235295,2235.294117647059,1869.4117647058824,2015,3
101,2015-04-01,Karnataka,Kolar,Wheat,5.352941176470588,1511.764705882353,2223.529411764706,1852.9411764705883,2015,4
102,2015-05-01,Karnataka,Kolar,Wheat,5.1764705882352935,1505.8823529411766,2211.764705882353,1836.4705882352941,2015,5
103,2015-06-01,Karnataka,Kolar,Wheat,5.0,1500.0,2200.0,1820.0,2015,6
