,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Raichur,Wheat,48.99130434782609,1440.6869565217391,1460.095652173913,1452.9130434782608,2008,1
1,2008-02-01,Karnataka,Raichur,Wheat,48.99130434782609,1440.6869565217391,1460.095652173913,1452.9130434782608,2008,2
2,2008-03-01,Karnataka,Raichur,Wheat,48.99130434782609,1440.6869565217391,1460.095652173913,1452.9130434782608,2008,3
3,2008-04-01,Karnataka,Raichur,Wheat,48.99130434782609,1440.6869565217391,1460.095652173913,1452.9130434782608,2008,4
4,2008-05-01,Karnataka,Raichur,Wheat,48.99130434782609,1440.6869565217391,1460.095652173913,1452.9130434782608,2008,5
5,2008-06-01,Karnataka,Raichur,Wheat,18.0,1280.0,1280.0,1280.0,2008,6
6,2008-07-01,Karnataka,Raichur,Wheat,17.5,1247.5,1247.5,1247.5,2008,7
7,2008-08-01,Karnataka,Raichur,Wheat,17.0,1215.0,1215.0,1215.0,2008,8
8,2008-09-01,Karnataka,Raichur,Wheat,16.5,1182.5,1182.5,1182.5,2008,9
9,2008-10-01,Karnataka,Raichur,Wheat,16.0,1150.0,1150.0,1150.0,2008,10
14,2008-11-01,Karnataka,Raichur,Wheat,9.0,1150.0,1150.0,1150.0,2008,11
15,2008-12-01,Karnataka,Raichur,Wheat,11.181818181818182,1140.909090909091,1145.4545454545455,1143.6363636363637,2008,12
16,2009-01-01,Karnataka,Raichur,Wheat,13.363636363636363,1131.8181818181818,1140.909090909091,1137.2727272727273,2009,1
17,2009-02-01,Karnataka,Raichur,Wheat,15.545454545454545,1122.7272727272727,1136.3636363636363,1130.909090909091,2009,2
18,2009-03-01,Karnataka,Raichur,Wheat,17.727272727272727,1113.6363636363637,1131.8181818181818,1124.5454545454545,2009,3
19,2009-04-01,Karnataka,Raichur,Wheat,19.909090909090907,1104.5454545454545,1127.2727272727273,1118.1818181818182,2009,4
20,2009-05-01,Karnataka,Raichur,Wheat,22.09090909090909,1095.4545454545455,1122.7272727272727,1111.8181818181818,2009,5
