,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Dharwad,Wheat,1.0,875.0,939.0,939.0,2008,1
3,2008-02-01,Karnataka,Dharwad,Wheat,10.0,1260.0,1260.0,1260.0,2008,2
12,2008-03-01,Karnataka,Dharwad,Wheat,18.0,1250.0,1250.0,1250.0,2008,3
51,2008-04-01,Karnataka,Dharwad,Wheat,16.0,1160.0,1175.0,1162.0,2008,4
78,2008-05-01,Karnataka,Dharwad,Wheat,1.0,1140.0,1301.0,1205.0,2008,5
94,2008-06-01,Karnataka,Dharwad,Wheat,2.0,825.0,1165.0,1121.0,2008,6
109,2008-07-01,Karnataka,Dharwad,Wheat,31.0,1015.0,1170.0,1015.0,2008,7
125,2008-08-01,Karnataka,Dharwad,Wheat,1.0,1040.0,1040.0,1040.0,2008,8
134,2008-09-01,Karnataka,Dharwad,Wheat,11.0,1100.0,1100.0,1100.0,2008,9
141,2008-10-01,Karnataka,Dharwad,Wheat,1.0,900.0,900.0,900.0,2008,10
142,2008-11-01,Karnataka,Dharwad,Wheat,13.0,1225.0,1225.0,1225.0,2008,11
148,2008-12-01,Karnataka,Dharwad,Wheat,3.0,745.0,1125.0,1125.0,2008,12
149,2009-01-01,Karnataka,Dharwad,Wheat,2.0,957.0,1147.0,1147.0,2009,1
150,2009-02-01,Karnataka,Dharwad,Wheat,1.0,1169.0,1169.0,1169.0,2009,2
163,2009-03-01,Karnataka,Dharwad,Wheat,20.0,1190.0,1190.0,1190.0,2009,3
210,2009-04-01,Karnataka,Dharwad,Wheat,2.0,1168.0,1168.0,1168.0,2009,4
239,2009-05-01,Karnataka,Dharwad,Wheat,3.0,1141.0,1185.0,1150.0,2009,5
247,2009-06-01,Karnataka,Dharwad,Wheat,1.0,1151.0,1179.0,1161.0,2009,6
257,2009-07-01,Karnataka,Dharwad,Wheat,1.0,1059.0,1175.0,1141.0,2009,7
277,2009-08-01,Karnataka,Dharwad,Wheat,1.0,1240.0,1240.0,1240.0,2009,8
282,2009-09-01,Karnataka,Dharwad,Wheat,15.0,1165.0,1165.0,1165.0,2009,9
283,2009-10-01,Karnataka,Dharwad,Wheat,19.0,1270.0,1400.0,1270.0,2009,10
292,2009-11-01,Karnataka,Dharwad,Wheat,2.0,1541.0,1652.0,1541.0,2009,11
305,2009-12-01,Karnataka,Dharwad,Wheat,12.0,1400.0,1400.0,1400.0,2009,12
322,2010-01-01,Karnataka,Dharwad,Wheat,2.0,1390.0,1390.0,1390.0,2010,1
326,2010-02-01,Karnataka,Dharwad,Wheat,12.0,1520.0,1544.0,1544.0,2010,2
333,2010-03-01,Karnataka,Dharwad,Wheat,2.0,1300.0,1325.0,1300.0,2010,3
361,2010-04-01,Karnataka,Dharwad,Wheat,17.0,1149.0,1409.0,1269.0,2010,4
381,2010-05-01,Karnataka,Dharwad,Wheat,2.0,989.0,1229.0,1151.0,2010,5
406,2010-06-01,Karnataka,Dharwad,Wheat,1.0,1100.0,1100.0,1100.0,2010,6
431,2010-07-01,Karnataka,Dharwad,Wheat,1.0,1285.0,1285.0,1285.0,2010,7
444,2010-08-01,Karnataka,Dharwad,Wheat,3.0,1200.0,1260.0,1200.0,2010,8
455,2010-09-01,Karnataka,Dharwad,Wheat,1.0,1300.0,1300.0,1300.0,2010,9
462,2010-10-01,Karnataka,Dharwad,Wheat,15.0,1300.0,1340.0,1340.0,2010,10
465,2010-11-01,Karnataka,Dharwad,Wheat,16.5,1315.0,1345.0,1335.0,2010,11
466,2010-12-01,Karnataka,Dharwad,Wheat,18.0,1330.0,1350.0,1330.0,2010,12
468,2011-01-01,Karnataka,Dharwad,Wheat,32.0,1350.0,1350.0,1350.0,2011,1
471,2011-02-01,Karnataka,Dharwad,Wheat,6.0,1526.0,1526.0,1526.0,2011,2
473,2011-03-01,Karnataka,Dharwad,Wheat,6.0,1600.0,1600.0,1600.0,2011,3
475,2011-04-01,Karnataka,Dharwad,Wheat,1.0,1276.0,2006.0,1619.0,2011,4
491,2011-05-01,Karnataka,Dharwad,Wheat,1.0,1305.0,1305.0,1305.0,2011,5
506,2011-06-01,Karnataka,Dharwad,Wheat,3.0,1159.0,1159.0,1159.0,2011,6
517,2011-07-01,Karnataka,Dharwad,Wheat,10.0,1150.0,1150.0,1150.0,2011,7
538,2011-08-01,Karnataka,Dharwad,Wheat,17.0,1200.0,1200.0,1200.0,2011,8
565,2011-09-01,Karnataka,Dharwad,Wheat,17.0,1310.0,1310.0,1310.0,2011,9
586,2011-10-01,Karnataka,Dharwad,Wheat,10.0,1120.0,1120.0,1120.0,2011,10
599,2011-11-01,Karnataka,Dharwad,Wheat,20.0,1000.0,1100.0,1050.0,2011,11
621,2011-12-01,Karnataka,Dharwad,Wheat,12.0,1140.0,1140.0,1140.0,2011,12
643,2012-01-01,Karnataka,Dharwad,Wheat,11.0,1200.0,1200.0,1200.0,2012,1
658,2012-02-01,Karnataka,Dharwad,Wheat,13.0,950.0,1000.0,975.0,2012,2
669,2012-03-01,Karnataka,Dharwad,Wheat,41.0,1325.0,1325.0,1325.0,2012,3
720,2012-04-01,Karnataka,Dharwad,Wheat,12.0,1350.0,1350.0,1350.0,2012,4
768,2012-05-01,Karnataka,Dharwad,Wheat,15.0,1300.0,1371.0,1335.0,2012,5
817,2012-06-01,Karnataka,Dharwad,Wheat,2.0,1575.0,1575.0,1575.0,2012,6
845,2012-07-01,Karnataka,Dharwad,Wheat,16.0,1410.0,1410.0,1410.0,2012,7
869,2012-08-01,Karnataka,Dharwad,Wheat,2.0,1200.0,1200.0,1200.0,2012,8
882,2012-09-01,Karnataka,Dharwad,Wheat,11.0,1300.0,1575.0,1437.0,2012,9
901,2012-10-01,Karnataka,Dharwad,Wheat,15.0,1200.0,1410.0,1305.0,2012,10
920,2012-11-01,Karnataka,Dharwad,Wheat,14.0,1750.0,1750.0,1750.0,2012,11
944,2012-12-01,Karnataka,Dharwad,Wheat,26.0,1750.0,1750.0,1750.0,2012,12
966,2013-01-01,Karnataka,Dharwad,Wheat,25.0,1300.0,1750.0,1525.0,2013,1
986,2013-02-01,Karnataka,Dharwad,Wheat,1.0,1200.0,1500.0,1350.0,2013,2
1003,2013-03-01,Karnataka,Dharwad,Wheat,10.0,1825.0,1825.0,1825.0,2013,3
1033,2013-04-01,Karnataka,Dharwad,Wheat,1.0,1851.0,1851.0,1851.0,2013,4
1071,2013-05-01,Karnataka,Dharwad,Wheat,293.0,1000.0,1000.0,1000.0,2013,5
1090,2013-06-01,Karnataka,Dharwad,Wheat,1.0,1400.0,1400.0,1400.0,2013,6
1108,2013-07-01,Karnataka,Dharwad,Wheat,14.0,1925.0,1925.0,1925.0,2013,7
1118,2013-08-01,Karnataka,Dharwad,Wheat,10.0,1787.5,1787.5,1787.5,2013,8
1119,2013-09-01,Karnataka,Dharwad,Wheat,6.0,1650.0,1650.0,1650.0,2013,9
1122,2013-10-01,Karnataka,Dharwad,Wheat,10.0,1400.0,1700.0,1550.0,2013,10
1124,2013-11-01,Karnataka,Dharwad,Wheat,1.0,1601.0,1829.0,1701.0,2013,11
1127,2013-12-01,Karnataka,Dharwad,Wheat,1.0,1209.0,1876.0,1728.0,2013,12
1129,2014-01-01,Karnataka,Dharwad,Wheat,8.0,1600.0,1600.0,1600.0,2014,1
1150,2014-02-01,Karnataka,Dharwad,Wheat,10.0,1670.0,1670.0,1670.0,2014,2
1172,2014-03-01,Karnataka,Dharwad,Wheat,5.0,1519.0,2209.0,1685.0,2014,3
1227,2014-04-01,Karnataka,Dharwad,Wheat,47.0,1600.0,1700.0,1650.0,2014,4
1278,2014-05-01,Karnataka,Dharwad,Wheat,12.0,1740.0,1740.0,1740.0,2014,5
1329,2014-06-01,Karnataka,Dharwad,Wheat,3.0,1451.0,2003.0,1655.0,2014,6
1380,2014-07-01,Karnataka,Dharwad,Wheat,54.0,1500.0,1700.0,1600.0,2014,7
1429,2014-08-01,Karnataka,Dharwad,Wheat,2.0,1411.0,1769.0,1709.0,2014,8
1469,2014-09-01,Karnataka,Dharwad,Wheat,1.0,1409.0,1780.0,1620.0,2014,9
1497,2014-10-01,Karnataka,Dharwad,Wheat,15.0,1600.0,1600.0,1600.0,2014,10
1529,2014-11-01,Karnataka,Dharwad,Wheat,3.0,1320.0,1709.0,1481.0,2014,11
1557,2014-12-01,Karnataka,Dharwad,Wheat,1.0,1510.0,1909.0,1730.0,2014,12
1593,2015-01-01,Karnataka,Dharwad,Wheat,12.0,1326.0,1505.0,1465.0,2015,1
1639,2015-02-01,Karnataka,Dharwad,Wheat,23.0,1309.0,1836.0,1516.0,2015,2
1676,2015-03-01,Karnataka,Dharwad,Wheat,8.0,1301.0,2006.0,1601.0,2015,3
1720,2015-04-01,Karnataka,Dharwad,Wheat,4.0,1162.0,1406.0,1366.0,2015,4
1755,2015-05-01,Karnataka,Dharwad,Wheat,10.0,1450.0,1450.0,1450.0,2015,5
1795,2015-06-01,Karnataka,Dharwad,Wheat,6.0,1400.0,1400.0,1400.0,2015,6
1832,2015-07-01,Karnataka,Dharwad,Wheat,27.0,1400.0,1450.0,1430.0,2015,7
1856,2015-08-01,Karnataka,Dharwad,Wheat,10.0,1480.0,1480.0,1480.0,2015,8
1865,2015-09-01,Karnataka,Dharwad,Wheat,1.0,1471.0,1471.0,1471.0,2015,9
1881,2015-10-01,Karnataka,Dharwad,Wheat,200.0,1620.0,1620.0,1620.0,2015,10
1903,2015-11-01,Karnataka,Dharwad,Wheat,2.0,1251.0,2049.0,1557.0,2015,11
1923,2015-12-01,Karnataka,Dharwad,Wheat,12.0,1550.0,1550.0,1550.0,2015,12
1941,2016-01-01,Karnataka,Dharwad,Wheat,86.0,1620.0,1620.0,1620.0,2016,1
1950,2016-02-01,Karnataka,Dharwad,Wheat,1.0,1509.0,1509.0,1509.0,2016,2
1961,2016-03-01,Karnataka,Dharwad,Wheat,1.0,1469.0,2809.0,1469.0,2016,3
1986,2016-04-01,Karnataka,Dharwad,Wheat,3.0,1526.0,3166.0,2019.0,2016,4
2000,2016-05-01,Karnataka,Dharwad,Wheat,1.0,3119.0,3119.0,1995.0,2016,5
2012,2016-06-01,Karnataka,Dharwad,Wheat,1.0,1440.0,2737.0,1869.0,2016,6
2020,2016-07-01,Karnataka,Dharwad,Wheat,255.0,1620.0,1620.0,1620.0,2016,7
2024,2016-08-01,Karnataka,Dharwad,Wheat,14.0,1750.0,1750.0,1750.0,2016,8
2032,2016-09-01,Karnataka,Dharwad,Wheat,1.0,1559.0,1656.0,1559.0,2016,9
2035,2016-10-01,Karnataka,Dharwad,Wheat,1.0,1699.1666666666667,1798.5,1701.0,2016,10
2036,2016-11-01,Karnataka,Dharwad,Wheat,1.0,1839.3333333333333,1941.0,1843.0,2016,11
2037,2016-12-01,Karnataka,Dharwad,Wheat,1.0,1979.5,2083.5,1985.0,2016,12
2038,2017-01-01,Karnataka,Dharwad,Wheat,1.0,2119.6666666666665,2226.0,2127.0,2017,1
2039,2017-02-01,Karnataka,Dharwad,Wheat,1.0,2259.833333333333,2368.5,2269.0,2017,2
2040,2017-03-01,Karnataka,Dharwad,Wheat,1.0,2400.0,2511.0,2411.0,2017,3
2054,2017-04-01,Karnataka,Dharwad,Wheat,1.0,4319.0,4319.0,2555.0,2017,4
2061,2017-05-01,Karnataka,Dharwad,Wheat,1.0,1989.0,4369.0,1995.0,2017,5
2064,2017-06-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,6
2069,2017-07-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,7
2070,2017-08-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,8
2071,2017-09-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,9
2072,2017-10-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,10
2073,2017-11-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,11
2074,2017-12-01,Karnataka,Dharwad,Wheat,1.0,2539.0,3252.0,2539.0,2017,12
