,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Koppal,Wheat,32.483050847457626,1383.4915254237287,1414.2457627118645,1395.864406779661,2008,1
1,2008-02-01,Karnataka,Koppal,Wheat,32.483050847457626,1383.4915254237287,1414.2457627118645,1395.864406779661,2008,2
2,2008-03-01,Karnataka,Koppal,Wheat,3.0,800.0,800.0,800.0,2008,3
9,2008-04-01,Karnataka,Koppal,Wheat,2.0,1105.0,1155.0,1105.0,2008,4
18,2008-05-01,Karnataka,Koppal,Wheat,1.0,876.0,1056.0,1010.0,2008,5
25,2008-06-01,Karnataka,Koppal,Wheat,2.0,801.0,1056.0,901.0,2008,6
29,2008-07-01,Karnataka,Koppal,Wheat,16.0,1238.0,1242.0,1240.0,2008,7
31,2008-08-01,Karnataka,Koppal,Wheat,8.5,1057.0,1148.5,1097.5,2008,8
32,2008-09-01,Karnataka,Koppal,Wheat,1.0,876.0,1055.0,955.0,2008,9
33,2008-10-01,Karnataka,Koppal,Wheat,1.2,901.2,1044.4,964.4,2008,10
34,2008-11-01,Karnataka,Koppal,Wheat,1.4,926.4,1033.8,973.8,2008,11
35,2008-12-01,Karnataka,Koppal,Wheat,1.6,951.6,1023.2,983.2,2008,12
36,2009-01-01,Karnataka,Koppal,Wheat,1.8,976.8,1012.6,992.6,2009,1
37,2009-02-01,Karnataka,Koppal,Wheat,2.0,1002.0,1002.0,1002.0,2009,2
38,2009-03-01,Karnataka,Koppal,Wheat,1.0,852.0,1118.0,980.0,2009,3
44,2009-04-01,Karnataka,Koppal,Wheat,1.0,1126.0,1126.0,1126.0,2009,4
46,2009-05-01,Karnataka,Koppal,Wheat,6.0,1100.0,1140.0,1120.0,2009,5
48,2009-06-01,Karnataka,Koppal,Wheat,1.0,901.0,1101.0,1000.0,2009,6
49,2009-07-01,Karnataka,Koppal,Wheat,1.0,675.0,701.0,680.0,2009,7
50,2009-08-01,Karnataka,Koppal,Wheat,5.666666666666667,896.6666666666666,914.0,900.0,2009,8
51,2009-09-01,Karnataka,Koppal,Wheat,10.333333333333334,1118.3333333333333,1127.0,1120.0,2009,9
52,2009-10-01,Karnataka,Koppal,Wheat,15.0,1340.0,1340.0,1340.0,2009,10
55,2009-11-01,Karnataka,Koppal,Wheat,90.0,1300.0,1300.0,1300.0,2009,11
57,2009-12-01,Karnataka,Koppal,Wheat,36.0,1392.0,1396.0,1394.0,2009,12
64,2010-01-01,Karnataka,Koppal,Wheat,20.0,1390.0,1400.0,1390.0,2010,1
68,2010-02-01,Karnataka,Koppal,Wheat,30.0,1300.0,1300.0,1300.0,2010,2
77,2010-03-01,Karnataka,Koppal,Wheat,12.0,1305.0,1305.0,1305.0,2010,3
87,2010-04-01,Karnataka,Koppal,Wheat,2.0,1066.0,1100.0,1080.0,2010,4
91,2010-05-01,Karnataka,Koppal,Wheat,21.0,900.0,900.0,900.0,2010,5
92,2010-06-01,Karnataka,Koppal,Wheat,1.0,1083.0,1083.0,1083.0,2010,6
93,2010-07-01,Karnataka,Koppal,Wheat,26.0,1290.0,1300.0,1300.0,2010,7
94,2010-08-01,Karnataka,Koppal,Wheat,5.0,1500.0,1500.0,1500.0,2010,8
96,2010-09-01,Karnataka,Koppal,Wheat,15.25,1442.5,1443.75,1442.5,2010,9
97,2010-10-01,Karnataka,Koppal,Wheat,25.5,1385.0,1387.5,1385.0,2010,10
98,2010-11-01,Karnataka,Koppal,Wheat,35.75,1327.5,1331.25,1327.5,2010,11
99,2010-12-01,Karnataka,Koppal,Wheat,46.0,1270.0,1275.0,1270.0,2010,12
101,2011-01-01,Karnataka,Koppal,Wheat,17.0,1350.0,1350.0,1350.0,2011,1
103,2011-02-01,Karnataka,Koppal,Wheat,36.0,1300.0,1400.0,1385.0,2011,2
108,2011-03-01,Karnataka,Koppal,Wheat,1.0,1109.0,1109.0,1109.0,2011,3
109,2011-04-01,Karnataka,Koppal,Wheat,1.0,1211.0,1281.0,1240.0,2011,4
115,2011-05-01,Karnataka,Koppal,Wheat,4.0,1202.0,1202.0,1202.0,2011,5
120,2011-06-01,Karnataka,Koppal,Wheat,16.0,1120.0,1121.0,1120.0,2011,6
121,2011-07-01,Karnataka,Koppal,Wheat,6.0,1170.0,1170.0,1170.0,2011,7
125,2011-08-01,Karnataka,Koppal,Wheat,20.0,1122.0,1126.0,1125.0,2011,8
128,2011-09-01,Karnataka,Koppal,Wheat,5.0,1125.0,1125.0,1125.0,2011,9
131,2011-10-01,Karnataka,Koppal,Wheat,13.0,1125.0,1125.0,1125.0,2011,10
134,2011-11-01,Karnataka,Koppal,Wheat,37.0,1125.0,1125.0,1125.0,2011,11
135,2011-12-01,Karnataka,Koppal,Wheat,21.0,1200.0,1200.0,1200.0,2011,12
142,2012-01-01,Karnataka,Koppal,Wheat,12.0,1131.0,1135.0,1131.0,2012,1
149,2012-02-01,Karnataka,Koppal,Wheat,15.0,1155.0,1155.0,1155.0,2012,2
156,2012-03-01,Karnataka,Koppal,Wheat,1.0,1106.0,1145.0,1126.0,2012,3
160,2012-04-01,Karnataka,Koppal,Wheat,25.0,1175.0,1180.0,1175.0,2012,4
164,2012-05-01,Karnataka,Koppal,Wheat,10.0,1200.0,1200.0,1200.0,2012,5
165,2012-06-01,Karnataka,Koppal,Wheat,22.0,1170.0,1170.0,1170.0,2012,6
170,2012-07-01,Karnataka,Koppal,Wheat,54.0,1270.0,1275.0,1275.0,2012,7
171,2012-08-01,Karnataka,Koppal,Wheat,26.0,1490.0,1500.0,1500.0,2012,8
172,2012-09-01,Karnataka,Koppal,Wheat,20.0,1650.0,1650.0,1650.0,2012,9
174,2012-10-01,Karnataka,Koppal,Wheat,45.0,1550.0,1560.0,1550.0,2012,10
175,2012-11-01,Karnataka,Koppal,Wheat,36.0,1550.0,1565.0,1557.0,2012,11
176,2012-12-01,Karnataka,Koppal,Wheat,39.5,1625.0,1640.0,1633.5,2012,12
177,2013-01-01,Karnataka,Koppal,Wheat,43.0,1700.0,1715.0,1710.0,2013,1
180,2013-02-01,Karnataka,Koppal,Wheat,5.0,1500.0,1500.0,1500.0,2013,2
182,2013-03-01,Karnataka,Koppal,Wheat,42.0,1605.0,1620.0,1605.0,2013,3
183,2013-04-01,Karnataka,Koppal,Wheat,13.0,1550.0,1550.0,1550.0,2013,4
187,2013-05-01,Karnataka,Koppal,Wheat,17.0,1650.0,1650.0,1650.0,2013,5
190,2013-06-01,Karnataka,Koppal,Wheat,106.0,1700.0,1740.0,1700.0,2013,6
193,2013-07-01,Karnataka,Koppal,Wheat,83.25,1675.0,1717.5,1687.5,2013,7
194,2013-08-01,Karnataka,Koppal,Wheat,60.5,1650.0,1695.0,1675.0,2013,8
195,2013-09-01,Karnataka,Koppal,Wheat,37.75,1625.0,1672.5,1662.5,2013,9
196,2013-10-01,Karnataka,Koppal,Wheat,15.0,1600.0,1650.0,1650.0,2013,10
197,2013-11-01,Karnataka,Koppal,Wheat,14.0,1640.0,1673.3333333333333,1673.3333333333333,2013,11
198,2013-12-01,Karnataka,Koppal,Wheat,13.0,1680.0,1696.6666666666667,1696.6666666666667,2013,12
199,2014-01-01,Karnataka,Koppal,Wheat,12.0,1720.0,1720.0,1720.0,2014,1
202,2014-02-01,Karnataka,Koppal,Wheat,104.0,1700.0,1715.0,1700.0,2014,2
209,2014-03-01,Karnataka,Koppal,Wheat,52.0,1770.0,1780.0,1770.0,2014,3
215,2014-04-01,Karnataka,Koppal,Wheat,60.0,1605.0,1610.0,1605.0,2014,4
221,2014-05-01,Karnataka,Koppal,Wheat,50.0,1600.0,1610.0,1600.0,2014,5
234,2014-06-01,Karnataka,Koppal,Wheat,82.0,1500.0,1525.0,1510.0,2014,6
250,2014-07-01,Karnataka,Koppal,Wheat,16.0,1500.0,1505.0,1500.0,2014,7
270,2014-08-01,Karnataka,Koppal,Wheat,10.0,1510.0,1510.0,1510.0,2014,8
271,2014-09-01,Karnataka,Koppal,Wheat,30.0,1550.0,1720.0,1550.0,2014,9
273,2014-10-01,Karnataka,Koppal,Wheat,53.0,1600.0,1620.0,1610.0,2014,10
283,2014-11-01,Karnataka,Koppal,Wheat,28.0,1400.0,1600.0,1600.0,2014,11
298,2014-12-01,Karnataka,Koppal,Wheat,78.0,1625.0,1630.0,1625.0,2014,12
310,2015-01-01,Karnataka,Koppal,Wheat,163.0,1600.0,1600.0,1600.0,2015,1
325,2015-02-01,Karnataka,Koppal,Wheat,512.0,1600.0,1600.0,1600.0,2015,2
343,2015-03-01,Karnataka,Koppal,Wheat,57.0,1610.0,1610.0,1610.0,2015,3
360,2015-04-01,Karnataka,Koppal,Wheat,303.0,1600.0,1610.0,1605.0,2015,4
375,2015-05-01,Karnataka,Koppal,Wheat,18.0,1600.0,1600.0,1600.0,2015,5
394,2015-06-01,Karnataka,Koppal,Wheat,37.0,1530.0,1530.0,1530.0,2015,6
407,2015-07-01,Karnataka,Koppal,Wheat,21.0,1510.0,1515.0,1510.0,2015,7
416,2015-08-01,Karnataka,Koppal,Wheat,53.0,1520.0,1530.0,1520.0,2015,8
437,2015-09-01,Karnataka,Koppal,Wheat,70.0,1500.0,1505.0,1501.0,2015,9
456,2015-10-01,Karnataka,Koppal,Wheat,20.0,1500.0,1500.0,1500.0,2015,10
474,2015-11-01,Karnataka,Koppal,Wheat,58.0,1505.0,1565.0,1528.0,2015,11
487,2015-12-01,Karnataka,Koppal,Wheat,25.0,1700.0,1750.0,1742.0,2015,12
506,2016-01-01,Karnataka,Koppal,Wheat,11.0,1770.0,1770.0,1770.0,2016,1
521,2016-02-01,Karnataka,Koppal,Wheat,122.0,1500.0,1505.0,1500.0,2016,2
528,2016-03-01,Karnataka,Koppal,Wheat,53.0,1500.0,1785.0,1500.0,2016,3
544,2016-04-01,Karnataka,Koppal,Wheat,21.0,1510.0,1510.0,1510.0,2016,4
558,2016-05-01,Karnataka,Koppal,Wheat,39.0,1520.0,1800.0,1520.0,2016,5
574,2016-06-01,Karnataka,Koppal,Wheat,41.0,1500.0,1510.0,1500.0,2016,6
588,2016-07-01,Karnataka,Koppal,Wheat,42.0,1530.0,1530.0,1530.0,2016,7
600,2016-08-01,Karnataka,Koppal,Wheat,20.0,1540.0,1540.0,1540.0,2016,8
620,2016-09-01,Karnataka,Koppal,Wheat,38.0,1580.0,1600.0,1590.0,2016,9
634,2016-10-01,Karnataka,Koppal,Wheat,25.0,1600.0,1605.0,1600.0,2016,10
636,2016-11-01,Karnataka,Koppal,Wheat,22.0,1900.0,1900.0,1900.0,2016,11
641,2016-12-01,Karnataka,Koppal,Wheat,19.0,2000.0,2050.0,2000.0,2016,12
643,2017-01-01,Karnataka,Koppal,Wheat,19.0,1950.0,1975.0,1950.0,2017,1
644,2017-02-01,Karnataka,Koppal,Wheat,19.0,1900.0,1900.0,1900.0,2017,2
645,2017-03-01,Karnataka,Koppal,Wheat,17.0,1780.0,1790.0,1790.0,2017,3
646,2017-04-01,Karnataka,Koppal,Wheat,25.0,1800.0,1805.0,1800.0,2017,4
647,2017-05-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,5
648,2017-06-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,6
649,2017-07-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,7
650,2017-08-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,8
651,2017-09-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,9
652,2017-10-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,10
653,2017-11-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,11
654,2017-12-01,Karnataka,Koppal,Wheat,1.0,1405.0,1405.0,1405.0,2017,12
