,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,Karnataka,Bagalkot,Wheat,10.0,1000.0,1200.0,1050.0,2008,1
1,2008-02-01,Karnataka,Bagalkot,Wheat,1.0,1100.0,1100.0,1100.0,2008,2
8,2008-03-01,Karnataka,Bagalkot,Wheat,3.0,1002.0,1163.0,1163.0,2008,3
36,2008-04-01,Karnataka,Bagalkot,Wheat,9.0,1102.0,1182.0,1175.0,2008,4
65,2008-05-01,Karnataka,Bagalkot,Wheat,4.0,1000.0,1150.0,1050.0,2008,5
91,2008-06-01,Karnataka,Bagalkot,Wheat,2.0,1000.0,1200.0,1100.0,2008,6
105,2008-07-01,Karnataka,Bagalkot,Wheat,1.0,900.0,900.0,900.0,2008,7
125,2008-08-01,Karnataka,Bagalkot,Wheat,5.0,1150.0,1375.0,1200.0,2008,8
138,2008-09-01,Karnataka,Bagalkot,Wheat,3.0,1100.0,1250.0,1150.0,2008,9
143,2008-10-01,Karnataka,Bagalkot,Wheat,2.0,901.0,901.0,901.0,2008,10
156,2008-11-01,Karnataka,Bagalkot,Wheat,4.0,950.0,1050.0,1000.0,2008,11
165,2008-12-01,Karnataka,Bagalkot,Wheat,1.0,605.0,655.0,655.0,2008,12
167,2009-01-01,Karnataka,Bagalkot,Wheat,1.0,902.5,932.5,930.0,2009,1
168,2009-02-01,Karnataka,Bagalkot,Wheat,1.0,1200.0,1210.0,1205.0,2009,2
179,2009-03-01,Karnataka,Bagalkot,Wheat,2.0,1000.0,1050.0,1030.0,2009,3
208,2009-04-01,Karnataka,Bagalkot,Wheat,1.0,1177.0,1177.0,1177.0,2009,4
219,2009-05-01,Karnataka,Bagalkot,Wheat,3.0,1173.0,1179.0,1175.0,2009,5
221,2009-06-01,Karnataka,Bagalkot,Wheat,2.0,1100.0,1160.0,1160.0,2009,6
222,2009-07-01,Karnataka,Bagalkot,Wheat,1.0,1160.0,1160.0,1160.0,2009,7
225,2009-08-01,Karnataka,Bagalkot,Wheat,1.0,1200.0,1200.0,1200.0,2009,8
226,2009-09-01,Karnataka,Bagalkot,Wheat,25.0,1000.0,1000.0,1000.0,2009,9
227,2009-10-01,Karnataka,Bagalkot,Wheat,11.0,1125.0,1220.0,1150.0,2009,10
231,2009-11-01,Karnataka,Bagalkot,Wheat,10.0,1000.0,1000.0,1000.0,2009,11
237,2009-12-01,Karnataka,Bagalkot,Wheat,11.0,1200.0,1300.0,1250.0,2009,12
238,2010-01-01,Karnataka,Bagalkot,Wheat,12.0,1400.0,1600.0,1500.0,2010,1
239,2010-02-01,Karnataka,Bagalkot,Wheat,2.0,800.0,800.0,800.0,2010,2
247,2010-03-01,Karnataka,Bagalkot,Wheat,5.0,905.0,905.0,905.0,2010,3
264,2010-04-01,Karnataka,Bagalkot,Wheat,9.0,1251.0,1259.0,1256.0,2010,4
276,2010-05-01,Karnataka,Bagalkot,Wheat,3.0,1250.0,1250.0,1250.0,2010,5
278,2010-06-01,Karnataka,Bagalkot,Wheat,7.0,1200.0,1200.0,1200.0,2010,6
286,2010-07-01,Karnataka,Bagalkot,Wheat,1.0,1250.0,1250.0,1250.0,2010,7
289,2010-08-01,Karnataka,Bagalkot,Wheat,3.0,1310.0,1310.0,1310.0,2010,8
290,2010-09-01,Karnataka,Bagalkot,Wheat,2.0,1800.0,1800.0,1800.0,2010,9
294,2010-10-01,Karnataka,Bagalkot,Wheat,5.0,2000.0,2000.0,2000.0,2010,10
296,2010-11-01,Karnataka,Bagalkot,Wheat,1.0,1900.0,1900.0,1900.0,2010,11
298,2010-12-01,Karnataka,Bagalkot,Wheat,3.0,1200.0,1290.0,1280.0,2010,12
300,2011-01-01,Karnataka,Bagalkot,Wheat,4.0,1600.0,1600.0,1600.0,2011,1
301,2011-02-01,Karnataka,Bagalkot,Wheat,1.0,1611.0,1611.0,1611.0,2011,2
306,2011-03-01,Karnataka,Bagalkot,Wheat,7.0,1450.0,1800.0,1650.0,2011,3
313,2011-04-01,Karnataka,Bagalkot,Wheat,12.0,1650.0,1650.0,1650.0,2011,4
324,2011-05-01,Karnataka,Bagalkot,Wheat,6.0,1650.0,1750.0,1650.0,2011,5
329,2011-06-01,Karnataka,Bagalkot,Wheat,7.0,1600.0,1800.0,1750.0,2011,6
330,2011-07-01,Karnataka,Bagalkot,Wheat,10.0,1500.0,1500.0,1500.0,2011,7
335,2011-08-01,Karnataka,Bagalkot,Wheat,2.0,2000.0,2000.0,2000.0,2011,8
342,2011-09-01,Karnataka,Bagalkot,Wheat,2.0,1200.0,1200.0,1200.0,2011,9
346,2011-10-01,Karnataka,Bagalkot,Wheat,6.0,1600.0,1600.0,1600.0,2011,10
349,2011-11-01,Karnataka,Bagalkot,Wheat,6.0,1800.0,1800.0,1800.0,2011,11
356,2011-12-01,Karnataka,Bagalkot,Wheat,7.0,1800.0,1800.0,1800.0,2011,12
361,2012-01-01,Karnataka,Bagalkot,Wheat,6.0,1950.0,1950.0,1950.0,2012,1
363,2012-02-01,Karnataka,Bagalkot,Wheat,5.0,1400.0,1400.0,1400.0,2012,2
365,2012-03-01,Karnataka,Bagalkot,Wheat,5.0,1700.0,1700.0,1700.0,2012,3
377,2012-04-01,Karnataka,Bagalkot,Wheat,5.0,1650.0,1650.0,1650.0,2012,4
383,2012-05-01,Karnataka,Bagalkot,Wheat,5.0,1700.0,1700.0,1700.0,2012,5
389,2012-06-01,Karnataka,Bagalkot,Wheat,5.0,1650.0,1650.0,1650.0,2012,6
393,2012-07-01,Karnataka,Bagalkot,Wheat,5.0,1650.0,1650.0,1650.0,2012,7
404,2012-08-01,Karnataka,Bagalkot,Wheat,5.0,1800.0,1800.0,1800.0,2012,8
416,2012-09-01,Karnataka,Bagalkot,Wheat,5.0,1900.0,1900.0,1900.0,2012,9
419,2012-10-01,Karnataka,Bagalkot,Wheat,12.0,1241.0,1265.0,1251.0,2012,10
425,2012-11-01,Karnataka,Bagalkot,Wheat,15.0,1800.0,1800.0,1800.0,2012,11
431,2012-12-01,Karnataka,Bagalkot,Wheat,11.75,1800.0,1800.0,1800.0,2012,12
432,2013-01-01,Karnataka,Bagalkot,Wheat,8.5,1800.0,1800.0,1800.0,2013,1
433,2013-02-01,Karnataka,Bagalkot,Wheat,5.25,1800.0,1800.0,1800.0,2013,2
434,2013-03-01,Karnataka,Bagalkot,Wheat,2.0,1800.0,1800.0,1800.0,2013,3
436,2013-04-01,Karnataka,Bagalkot,Wheat,1.0,1800.0,1800.0,1800.0,2013,4
437,2013-05-01,Karnataka,Bagalkot,Wheat,2.0,2000.0,2000.0,2000.0,2013,5
443,2013-06-01,Karnataka,Bagalkot,Wheat,1.0,2000.0,2200.0,2100.0,2013,6
457,2013-07-01,Karnataka,Bagalkot,Wheat,2.0,1900.0,2100.0,2000.0,2013,7
464,2013-08-01,Karnataka,Bagalkot,Wheat,2.0,1800.0,1900.0,1850.0,2013,8
465,2013-09-01,Karnataka,Bagalkot,Wheat,2.0,1700.0,1700.0,1700.0,2013,9
469,2013-10-01,Karnataka,Bagalkot,Wheat,3.0,1900.0,2100.0,2000.0,2013,10
470,2013-11-01,Karnataka,Bagalkot,Wheat,3.3333333333333335,2050.0,2266.6666666666665,2166.6666666666665,2013,11
471,2013-12-01,Karnataka,Bagalkot,Wheat,3.6666666666666665,2200.0,2433.3333333333335,2333.3333333333335,2013,12
472,2014-01-01,Karnataka,Bagalkot,Wheat,4.0,2350.0,2600.0,2500.0,2014,1
473,2014-02-01,Karnataka,Bagalkot,Wheat,6.0,1900.0,2100.0,2000.0,2014,2
474,2014-03-01,Karnataka,Bagalkot,Wheat,14.0,1900.0,2100.0,2000.0,2014,3
487,2014-04-01,Karnataka,Bagalkot,Wheat,3.0,1501.0,1702.0,1698.0,2014,4
509,2014-05-01,Karnataka,Bagalkot,Wheat,8.0,1900.0,2100.0,2000.0,2014,5
519,2014-06-01,Karnataka,Bagalkot,Wheat,5.0,2100.0,2500.0,2400.0,2014,6
529,2014-07-01,Karnataka,Bagalkot,Wheat,5.0,2300.0,2500.0,2400.0,2014,7
536,2014-08-01,Karnataka,Bagalkot,Wheat,6.0,2100.0,2800.0,2400.0,2014,8
543,2014-09-01,Karnataka,Bagalkot,Wheat,7.0,2900.0,3100.0,3000.0,2014,9
547,2014-10-01,Karnataka,Bagalkot,Wheat,7.0,3100.0,3500.0,3300.0,2014,10
550,2014-11-01,Karnataka,Bagalkot,Wheat,6.0,3300.0,3600.0,3500.0,2014,11
554,2014-12-01,Karnataka,Bagalkot,Wheat,1.0,1050.0,1050.0,1050.0,2014,12
557,2015-01-01,Karnataka,Bagalkot,Wheat,5.0,1400.0,1400.0,1400.0,2015,1
564,2015-02-01,Karnataka,Bagalkot,Wheat,110.0,1450.0,1450.0,1450.0,2015,2
574,2015-03-01,Karnataka,Bagalkot,Wheat,6.0,2400.0,2600.0,2500.0,2015,3
600,2015-04-01,Karnataka,Bagalkot,Wheat,9.0,1516.0,1516.0,1516.0,2015,4
618,2015-05-01,Karnataka,Bagalkot,Wheat,6.0,2400.0,2600.0,2500.0,2015,5
633,2015-06-01,Karnataka,Bagalkot,Wheat,5.0,1401.0,1450.0,1425.0,2015,6
644,2015-07-01,Karnataka,Bagalkot,Wheat,14.0,2500.0,2700.0,2600.0,2015,7
650,2015-08-01,Karnataka,Bagalkot,Wheat,5.0,2600.0,2800.0,2700.0,2015,8
660,2015-09-01,Karnataka,Bagalkot,Wheat,3.0,1311.0,1311.0,1311.0,2015,9
674,2015-10-01,Karnataka,Bagalkot,Wheat,13.0,3000.0,3500.0,3300.0,2015,10
692,2015-11-01,Karnataka,Bagalkot,Wheat,171.0,1473.0,1500.0,1492.0,2015,11
702,2015-12-01,Karnataka,Bagalkot,Wheat,9.0,1400.0,1400.0,1400.0,2015,12
712,2016-01-01,Karnataka,Bagalkot,Wheat,9.0,1400.0,1400.0,1400.0,2016,1
717,2016-02-01,Karnataka,Bagalkot,Wheat,9.0,1400.0,1400.0,1400.0,2016,2
721,2016-03-01,Karnataka,Bagalkot,Wheat,8.0,1400.0,1400.0,1400.0,2016,3
734,2016-04-01,Karnataka,Bagalkot,Wheat,2.0,1511.0,1511.0,1511.0,2016,4
739,2016-05-01,Karnataka,Bagalkot,Wheat,20.0,2900.0,3100.0,3000.0,2016,5
752,2016-06-01,Karnataka,Bagalkot,Wheat,1.0,2150.0,2150.0,2150.0,2016,6
768,2016-07-01,Karnataka,Bagalkot,Wheat,16.0,1401.0,1401.0,1401.0,2016,7
782,2016-08-01,Karnataka,Bagalkot,Wheat,1.0,1425.0,1425.0,1425.0,2016,8
790,2016-09-01,Karnataka,Bagalkot,Wheat,29.0,3300.0,3500.0,3400.0,2016,9
806,2016-10-01,Karnataka,Bagalkot,Wheat,17.0,1435.0,1435.0,1435.0,2016,10
813,2016-11-01,Karnataka,Bagalkot,Wheat,28.0,3100.0,3300.0,3200.0,2016,11
832,2016-12-01,Karnataka,Bagalkot,Wheat,22.0,2500.0,2700.0,2611.0,2016,12
842,2017-01-01,Karnataka,Bagalkot,Wheat,3.0,2900.0,2900.0,2900.0,2017,1
848,2017-02-01,Karnataka,Bagalkot,Wheat,1.0,2800.0,3400.0,3200.0,2017,2
867,2017-03-01,Karnataka,Bagalkot,Wheat,58.0,1650.0,1750.0,1700.0,2017,3
887,2017-04-01,Karnataka,Bagalkot,Wheat,13.0,1700.0,1900.0,1800.0,2017,4
901,2017-05-01,Karnataka,Bagalkot,Wheat,2.0,1600.0,1600.0,1600.0,2017,5
909,2017-06-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,6
910,2017-07-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,7
911,2017-08-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,8
912,2017-09-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,9
913,2017-10-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,10
914,2017-11-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,11
915,2017-12-01,Karnataka,Bagalkot,Wheat,2.0,1505.0,1600.0,1542.0,2017,12
